TPID,Customer Name,AE Covered,SubSegment,Subsidiary,Sales Territory,Vertical,Vertical Category,AE,Azure Motion,Azure Core Specialist,App Inno,Azure D&AI Specialist,Biz Apps Specialist,Low Code Motion,Low Code Specialist,Modern Work Motion,Modern Work Specialist,Security Specialist,Surface Specialist
24363834,"Veritone, Llc.",SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,"At scale SW, data & platforms","At scale SW, data & platforms",LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Acq MW,ALHOPKIN,,JASONALV
24108425,LGI HOMES,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Real Estate,Construction of Buildings,,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
23979492,"Empire Construction & Technologies, Inc.",SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Real Estate,Construction of Buildings,,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
2393264,AMERICAN CAMPUS COMMUNITIES,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Real Estate,Property Development,PASTURGI,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
2385128,BH Management Services,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.311,IT Services & Business Advisory,Managed IT Services,,SMC Acq Azure,DASTENVO,,,DMONCIBAIS,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
2376149,PIONEER TITLE,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.B.111,Insurance,Direct Prop_Casualty Insurance,,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
23600480,First Foundation Inc.,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Banking,Commercial Banking,LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow MW,BMERVIN,,JASONALV
23593286,HOGAN MOTOR,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.A.111,Transport & Logistics,Transport Support Activities,,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
23405882,Interblock USA L.C.,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Hospitality,"Hotel, Motel & Casino",ANSCOBEE,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
2336924,K & N ENGINEERING INC,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.321,Other Professional Services,Structural Engineering Svcs,,SMC Acq Azure,DASTENVO,,,MSINGLEY,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
23170569,N E S Global Talent,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,IT Services & Business Advisory,Managed IT Services,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
22884162,The Scripps Research Institute,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.321,Nonprofit & IGO,Research,,SMC Acq Azure,DASTENVO,,,MSINGLEY,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
22858259,Edge Systems,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.A.111,Oil & Gas,Oil & Gas,,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
22635907,CENTER FOR ORTHOPEDIC & RESEAR,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Health Provider,Private Physicians Practices,ANSCOBEE,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
2247332,"Impac Mortgage Holdings, Inc.",SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.103,Banking,Commercial Banking,ERJAME,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,APAULHUS,JASONALV
22454662,Pollen Inc.,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.A.111,IT Services & Business Advisory,Managed IT Services,,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
2234733,WD-40 Company,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Process Manufacturing,"Chemical, Rubber & Plastics",ANSCOBEE,SMC Grow Azure,"MICHELLEKING, KEVCARTER",ERHALDAN,BRIANJISHI,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
2204579,SOUTH TEXAS PROJECT NUCLEAR,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Power & Utilities,Power & Utilities,PASTURGI,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
22010039,Sunnova Energy Corporation,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.321,Power & Utilities,Power & Utilities,,SMC Acq Azure,DASTENVO,,,MSINGLEY,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
2161520,TROON GOLF,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.A.111,Hospitality,Other Amusement and Recreation,,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
21493234,PERFECT WORLD ENTERTAINMENT,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.321,Media & Entertainment,Sport Teams & Clubs,,SMC Acq Azure,DASTENVO,,,MSINGLEY,SMC Low Code,CRLEMUS,SMC Acq MW,ADSCHWIC,,RENYABRAHAM
2139356,ATLAS TECHNOLOGIES,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.311,IT Services & Business Advisory,System Integration,,SMC Grow Azure,"MICHELLEKING, DUCHATHA",ERHALDAN,"NENOBIE, MWILLEY",DMONCIBAIS,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
2097736,Flex N Gate (HQ),SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Automotive & Mobility,Vehicle Supplier,PASTURGI,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Acq MW,ADSCHWIC,,DAPATTER
20761766,Mirati Therapeutics,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Health Pharma,Biotech,PASTURGI,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
20661389,Bio Landscape,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.311,AgriBusiness,Agriculture& Agricultural Svcs,,SMC Acq Azure,DASTENVO,,,DMONCIBAIS,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
2065985,SCREEN ACTORS GUILD PRODUCERS,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.321,Nonprofit & IGO,Member Organizations,,SMC Acq Azure,DASTENVO,,,MSINGLEY,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
2063219,Genesis Crude Oil,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Oil & Gas,Oil & Gas,CHCAYWOO,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
2046162,BLUCORA INC.,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Capital Markets,Asset Management,CHCAYWOO,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
20298518,Riveron Consulting LP,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.321,IT Services & Business Advisory,Managed IT Services,,SMC Acq Azure,DASTENVO,,,MSINGLEY,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
20147025,Kareo,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,"At scale SW, data & platforms","At scale SW, data & platforms",LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow MW,BMERVIN,,JASONALV
2003588,HRL LABORATORIES LLC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Other - Unsegmented,Other - Unsegmented,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Acq MW,ALHOPKIN,,JASONALV
19741676,Cloud Imperium Services LLC,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,IT Services & Business Advisory,System Integration,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
1965984,ENTERTAINMENT PARTNERS,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.103,Media & Entertainment,"Books, Magazines, Newspaper",ERJAME,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,APAULHUS,JASONALV
19550538,Amplify Energy,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.311,Oil & Gas,Oil & Gas,,SMC Acq Azure,DASTENVO,,,DMONCIBAIS,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
19481366,"Hawaii Pacific Energy, LLC.",SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Oil & Gas,Oil & Gas,CHCAYWOO,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
19460551,LIBERTY OILFIELD SERVICES,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Oil & Gas,Oil & Gas,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
1917980,EXTERRAN HOLDINGS,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Oil & Gas,Oil & Gas,CHCAYWOO,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow MW,KITUNNEY,,DAPATTER
19093797,Nine Energy Services,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Oil & Gas,Oil & Gas,CHCAYWOO,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
19059717,APACHE INDUSTRIAL SERVICE,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Real Estate,Property Management,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
18985299,Geostabilization International,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.B.111,Real Estate,Construction of Buildings,,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
18849908,955342534 NSI INDUSTRIES,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.B.111,Other Professional Services,Commercial Contractual,,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
18728987,AXOS Bank,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Banking,Commercial Banking,ANSCOBEE,SMC Grow Azure,"MICHELLEKING, KEVCARTER",ERHALDAN,BRIANJISHI,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
1850356,LPA INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Other Professional Services,Architectural Services,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
1850344,JAMS,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Other Professional Services,Legal,ANSCOBEE,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
1847270,ENTERPRISE EVENTS GROUP,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,IT Services & Business Advisory,Management Consulting,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
1838323,RABA KISTNER CONSULTANTS INC,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.321,Other Professional Services,Structural Engineering Svcs,,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,MSINGLEY,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
1825909,TX-DRISCOLL CHILDRENS HOSPITAL,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Health Provider,Hospitals,CHCAYWOO,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
18256237,Bridge Investment Group Partners,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Capital Markets,Asset Management,LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Acq MW,ALHOPKIN,,JASONALV
18078407,COTTAGE HEALTH SYSTEM,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.103,Health Provider,Hospitals,ERJAME,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,APAULHUS,JASONALV
18042604,California Republic Bank,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Banking,Commercial Banking,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
17980502,Omni Logistics,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Transport & Logistics,Transport Support Activities,PASTURGI,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
1797548,ALEXANDRIA REAL ESTATE EQUITIES INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.103,Real Estate,Real Estate Brokerage,ERJAME,SMC Grow Azure,"MICHELLEKING, GEPAULDI",ERHALDAN,BRIANJISHI,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,APAULHUS,JASONALV
1787432,TRANSMONTAIGNE,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.B.111,Oil & Gas,Oil & Gas,,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
17838713,CUMMING CONSTRUCTION MANAGEMEN,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Real Estate,Construction of Buildings,LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
17834256,"The Collector Car Network, Inc.",SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.321,Automotive & Mobility,Vehicle Dealers & Repair,,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,MSINGLEY,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
17668008,EP ENERGY LLC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Oil & Gas,Oil & Gas,CHCAYWOO,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Acq MW,ADSCHWIC,,DAPATTER
17456267,RUSHMORE LOAN MANAGEMENT SERVICES LLC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Banking,Commercial Banking,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
1742464,COPIC INSURANCE,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.B.111,Insurance,Direct Prop_Casualty Insurance,,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
17364335,NEUDESIC LLC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,IT Services & Business Advisory,System Integration,LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
1733613,SUN COAST RESOURCES INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Oil & Gas,Oil & Gas,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
17073564,FREEWAY ADMINISTRATIVE SERVICES INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Insurance,Agents & Brokers,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Acq MW,ALHOPKIN,,JASONALV
17029167,DONAHUE SCHRIBER,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Real Estate,Property Development,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Grow Security,,HUGHCOLLINS,RENYABRAHAM
17025553,CLEARDATA NETWORKS INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Other Professional Services,Commercial Contractual,ANSCOBEE,SMC Grow Azure,"MICHELLEKING, KEVCARTER",ERHALDAN,BRIANJISHI,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
1651481,BRACEWELL & PATTERSON LLP,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Other Professional Services,Legal,PASTURGI,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
16395882,AAM LLC,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.DMA.200.NonAE.DS.B.111,Nonprofit & IGO,Member Organizations,,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
16355397,LIBERTY DENTAL PLAN OF CA INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Health Payor,Health Care Insurance,LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
1622575,Randolph Brooks Federal Credit Union,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Banking,Credit Unions,PASTURGI,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
1616260,UNIVERSAL WEATHER AND AVIATION,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Other - Unsegmented,Other - Unsegmented,PASTURGI,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
16156268,SMI IMAGING LLC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.103,Health Provider,Health Services & Aged Care,ERJAME,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
15987154,GUILD MORTGAGE CO,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Banking,Commercial Banking,ANSCOBEE,SMC Grow Azure,"MICHELLEKING, KEVCARTER",ERHALDAN,BRIANJISHI,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
15951974,OAK HILL ADVISORS L P,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.103,Capital Markets,Investment Banking,PASTURGI,SMC Acq Azure,JAMESVINSON,,,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,RODKELLY,DAPATTER
15816998,GROUP 1 AUTOMOTIVE,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.312,Automotive & Mobility,Vehicle OEM,,SMC Acq Azure,DASTENVO,,,JAWWADBAIG,SMC Low Code,CRLEMUS,SMC Acq MW,ADSCHWIC,,RENYABRAHAM
1577088,PACIFIC RIM MECHANICAL INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.103,Real Estate,Construction of Buildings,ERJAME,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,APAULHUS,JASONALV
1571998,FENNEMORE CRAIG,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Other Professional Services,Legal,ANSCOBEE,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
15643110,Pacific Premier Bank,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Banking,Commercial Banking,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
15588240,NEXREV,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.321,Other Professional Services,Architectural Services,,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,MSINGLEY,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
15575195,AP WIRELESS INFRASTRUCTURE,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Telecommunications,Mobile Virtual Ntwrk Operator,ANSCOBEE,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
1557436,CORE LABORATORIES,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Oil & Gas,Oil & Gas,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
15388342,Amcap Mortgage,SMC AE Covered,SM&C Commercial - Corporate,United States,US.SWA.100.DS.104,Banking,Commercial Banking,CHCAYWOO,SMC Grow Azure,"MICHELLEKING, KHANRAHAN",ERHALDAN,MWILLEY,JAMIEBUTLER,SMC Low Code,SEYOUNG,SMC Grow Security,,BRREEVE,DAPATTER
15153228,LENDINGCLUB CORP,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.102,Banking,Commercial Banking,ANSCOBEE,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow Security,,MARIDEEADLER,JASONALV
15146032,Intellectual Technology,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.103,IT Services & Business Advisory,System Integration,ERJAME,SMC Grow Azure,"MICHELLEKING, GEPAULDI",ERHALDAN,BRIANJISHI,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Grow MW,BMERVIN,,JASONALV
15136258,ALTERYX LLC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,"At scale SW, data & platforms","At scale SW, data & platforms",LYVINSON,SMC Grow Azure,"MICHELLEKING, KAAMBUEH",MFRYE,BRIANJISHI,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow Security,,APAULHUS,JASONALV
15099722,LIQUID ENVIRONMENTAL SOLUTIONS,SMC Non AE Covered,SM&C Commercial - Corporate,United States,US.SWA.200.NonAE.DS.A.311,Other Professional Services,Commercial Contractual,,SMC Acq Azure,DASTENVO,,,DMONCIBAIS,SMC Low Code,CRLEMUS,SMC Grow MW,KITUNNEY,,RENYABRAHAM
15081913,TECOLOTE RESEARCH INC,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.103,Nonprofit & IGO,Research,ERJAME,SMC Acq Azure,ZAJOHNS,,,DBRAHAM,SMC Low Code,NATEKIEFERT,SMC Acq MW,ALHOPKIN,,JASONALV
14986807,CONSUMER PORTFOLIO SERVICE,SMC AE Covered,SM&C Commercial - Corporate,United States,US.DMA.100.DS.101,Banking,Retail Banking,LYVINSON,SMC Acq Azure,ZAJOHNS,,,ALICIACARLO,SMC Low Code,CRLEMUS,SMC Grow MW,BMERVIN,,JASONALV
